# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-T" "5" "--countReadPairs" "-t" "exon" "-g" "Parent" "-a" "strongyloides_stercoralis.PRJEB528.WBPS19.annotations.gff3" "-o" "counts.txt" "ERR146941" "ERR146942" "ERR146943" "ERR146944" "ERR146945" "ERR146946" "ERR146947" "ERR146948" "ERR146949" "ERR146950" "ERR146951" "ERR146952" "ERR146953" "ERR146954" "ERR146955" "ERR146956" "ERR146957" "ERR146958" "ERR146959" "ERR146960" "ERR146961" 
Geneid	Chr	Start	End	Strand	Length	ERR146941	ERR146942	ERR146943	ERR146944	ERR146945	ERR146946	ERR146947	ERR146948	ERR146949	ERR146950	ERR146951	ERR146952	ERR146953	ERR146954	ERR146955	ERR146956	ERR146957	ERR146958	ERR146959	ERR146960	ERR146961
SSTP_0000660800.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	105024;105746;106384;106666;107215	105582;106309;106626;107169;107723	+;+;+;+;+	2379	141	176	139	662	691	590	383	254	386	333	254	324	198	202	153	193	145	209	106	90	116
SSTP_0000660900.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	107858;108481;108713;108964;109174;109401	108441;108655;108921;109133;109337;109589	-;-;-;-;-;-	1491	28	44	25	1348	1182	1228	1310	1248	1564	287	244	289	117	187	181	70	76	56	19	12	14
SSTP_0000661000.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	112384;112661;112817;113027;113229;113419;113614	112565;112757;112962;113185;113362;113566;113731	-;-;-;-;-;-;-	984	11	45	16	75	87	100	125	125	174	486	204	223	138	555	691	254	314	54	3	1	5
SSTP_0000661100.1	SSTP_contig0000043;SSTP_contig0000043	115509;115705	115651;115858	+;+	297	37	37	15	89	60	71	66	27	51	239	253	307	247	268	294	164	146	174	35	24	22
SSTP_0000661200.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	116928;117194;117486	117151;117433;118110	-;-;-	1089	9	6	3	91	93	118	45	83	100	306	127	160	73	234	370	29	70	18	2	0	3
SSTP_0000661300.1	SSTP_contig0000043;SSTP_contig0000043	119640;120539	120439;120647	-;-	909	87	60	111	561	533	582	324	652	583	332	321	343	233	235	230	46	61	52	30	29	28
SSTP_0000661400.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	122965;123155;123555;123863	123096;123498;123790;123915	-;-;-;-	765	9	15	13	253	195	195	312	479	712	87	79	95	41	39	50	21	21	27	20	14	15
SSTP_0000661500.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	124597;124743;125532;125845	124698;125205;125682;126049	-;-;-;-	921	1220	1005	1075	29542	25467	28224	43009	59984	34032	2695	2817	3559	2182	1854	2168	996	1125	979	3042	2935	2975
SSTP_0000661600.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	130000;130981;133229;137850;138901	130487;133179;137789;138858;139229	+;+;+;+;+	8586	7846	7151	7741	19471	17815	18222	13767	10927	13440	18063	17115	18849	18834	16473	16786	4607	4719	4726	3503	3285	3809
SSTP_0000661700.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	140869;140960;141191;141369;141639;142244;142541;142822	140901;141111;141314;141584;142205;142485;142775;142962	+;+;+;+;+;+;+;+	1710	102	167	106	1514	1266	1278	1472	1229	1410	1944	1436	1724	848	1018	975	395	394	375	81	128	137
SSTP_0000661800.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	144074;145100;145274;145589	145061;145222;145546;145620	-;-;-;-	1416	32128	35012	34126	5653	5020	5608	4834	3829	4505	13185	9708	11334	6435	9747	14019	5210	4765	4959	33188	32529	35907
SSTP_0000661900.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	155611;155743;156252	155676;156117;156341	+;+;+	531	141	200	122	1468	1314	1359	3272	2925	4442	786	424	593	242	408	529	434	456	458	28	32	42
SSTP_0000662000.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	157704;157893;159708	157839;159652;159848	+;+;+	2037	2873	2999	2947	2284	2120	2251	921	814	1114	2333	2600	3034	2997	2925	2963	1943	1777	2186	2490	2387	2645
SSTP_0000662100.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	161272;161387;162453;163714	161337;161578;163666;163888	+;+;+;+	1647	303	504	334	1102	650	825	257	174	200	533	432	469	273	413	407	199	125	114	31	25	19
SSTP_0000662200.1	SSTP_contig0000043;SSTP_contig0000043	163942;164262	164217;164291	-;-	306	61	42	47	2080	1049	1519	148	109	170	72	37	50	68	84	33	72	60	45	17	25	20
SSTP_0000662300.1	SSTP_contig0000043;SSTP_contig0000043	165416;165622	165575;168443	-;-	2982	1106	1860	1742	34084	32302	32779	25456	29881	34223	18526	16027	17410	10812	11464	11263	3051	3498	3228	1330	1240	1360
SSTP_0000662400.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	183775;184468;184810	183983;184757;186404	+;+;+	2094	200	400	247	3621	2829	3009	613	622	1058	1755	1573	2080	1598	1827	1953	771	1245	970	189	224	254
SSTP_0000662500.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	190528;190862;191035;191177	190816;190992;191136;191650	+;+;+;+	996	5	3	2	4	4	5	18	19	23	26	35	28	11	6	6	9	3	4	4	2	0
SSTP_0000662600.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	193417;193528;193773	193490;193721;194377	+;+;+	873	948	948	850	1671	1540	1674	149	106	182	1570	1293	1551	1786	1980	1313	1531	2264	1569	319	276	267
SSTP_0000662700.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	194628;194822;194961	194780;194916;195399	+;+;+	687	502	460	473	1097	965	1075	239	378	370	315	517	708	839	803	644	466	424	537	275	240	220
SSTP_0000662800.1	SSTP_contig0000043;SSTP_contig0000043;SSTP_contig0000043	198095;198904;199119	198846;199075;199229	-;-;-	1035	147	158	146	933	902	993	851	660	669	838	883	1009	409	408	443	336	385	329	111	98	99
SSTP_0000662900.1	SSTP_contig0000043	201287	202306	-	1020	1	1	3	0	1	2	3	2	5	5	2	7	4	2	1	0	2	1	0	0	0
SSTP_0000068500.1	SSTP_contig0000044;SSTP_contig0000044	2386;2457	2406;2532	+;+	97	144	142	126	693	570	658	234	289	320	236	262	310	109	144	94	140	103	157	181	157	164
SSTP_0000068600.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	2991;3092;3159;3282;3434;3658	3037;3104;3238;3391;3453;3669	-;-;-;-;-;-	282	190	219	208	709	699	738	336	308	351	346	410	471	134	197	158	187	173	212	151	176	179
SSTP_0000068700.1	SSTP_contig0000044;SSTP_contig0000044	7205;7493	7435;9643	+;+	2382	41514	40973	42460	3766	3443	3589	7288	7374	5634	730	435	415	137	205	161	1049	453	676	40885	40830	43971
SSTP_0000068800.1	SSTP_contig0000044	10073	11749	+	1677	298	298	306	450	416	411	992	199	200	840	855	1118	864	920	991	575	584	589	113	135	148
SSTP_0000068900.1	SSTP_contig0000044;SSTP_contig0000044	12470;13015	12889;15471	-;-	2877	3043	3069	3035	6145	5283	5710	3350	3395	3959	8281	7437	8210	4391	5828	6567	1831	1817	1916	3738	3579	3665
SSTP_0000069000.1	SSTP_contig0000044;SSTP_contig0000044	36731;36924	36880;37163	-;-	390	0	2	2	0	0	1	0	1	0	3	5	4	6	3	4	17	8	29	1	1	0
SSTP_0000069100.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	37333;38243;38453	38206;38411;38594	-;-;-	1185	4	5	7	2	3	0	1	0	0	1	4	4	25	2	3	32	22	28	15	8	12
SSTP_0000069200.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	38716;38865;39440	38822;39395;39677	-;-;-	876	3158	2732	2713	281	264	253	301	2	2	8849	8523	10052	4730	5077	3606	4144	5612	5315	2138	2133	1898
SSTP_0000069300.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	40305;40633;41890	40579;41820;42064	-;-;-	1638	193	324	308	506	631	632	246	165	145	2571	3017	2992	2334	1758	1217	670	812	589	87	56	87
SSTP_0000069400.1	SSTP_contig0000044	51744	55007	+	3264	493	726	703	11194	9782	10331	2786	1857	1977	7830	6526	6555	3736	4852	5580	2306	2295	2517	1100	1213	1208
SSTP_0000069500.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	55684;55864;56074	55804;56015;56460	+;+;+	660	2055	2317	1933	1132	1154	1075	155	512	397	678	903	919	3343	2982	2479	2968	2673	3557	841	877	823
SSTP_0000069600.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	56902;57075;57373	57007;57317;58634	+;+;+	1611	99	119	84	173	171	174	138	85	77	286	250	311	512	452	530	256	219	227	78	82	73
SSTP_0000069700.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	59141;59429;60469	59383;60427;60561	+;+;+	1335	22	27	17	134	124	138	92	60	79	129	58	113	72	483	560	73	141	67	20	14	18
SSTP_0000069800.1	SSTP_contig0000044;SSTP_contig0000044	61011;61206	61153;61815	+;+	753	1156	948	978	870	852	829	188	295	374	263	423	396	462	469	420	410	344	382	1142	1153	1141
SSTP_0000069900.1	SSTP_contig0000044;SSTP_contig0000044	61995;64441	64385;64503	-;-	2454	14654	12821	13904	1943	1800	1867	376	326	374	2672	3771	3794	3677	3016	3530	2938	2318	2964	12396	13321	14365
SSTP_0000070000.1	SSTP_contig0000044;SSTP_contig0000044	64972;65333	65289;68542	+;+	3528	11488	9747	11178	1198	1209	1226	253	239	315	4634	6411	6215	8097	5611	7460	2706	2426	2587	8004	8417	9236
SSTP_0000070100.1	SSTP_contig0000044;SSTP_contig0000044	69045;69211	69164;69528	-;-	438	2209	1848	1896	1269	1097	1148	97	369	433	460	646	639	1309	1406	1021	1032	880	937	1703	1492	1512
SSTP_0000070200.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	69769;69941;70056	69897;70001;71098	+;+;+	1233	3098	2945	2953	2518	2256	2172	466	751	792	1145	1330	1405	1533	1584	1407	1215	1031	1293	1639	1581	1712
SSTP_0000070300.1	SSTP_contig0000044;SSTP_contig0000044	71181;71823	71784;71920	-;-	702	109	127	159	136	134	142	156	108	122	174	143	151	115	95	122	440	267	359	114	101	95
SSTP_0000070400.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	73502;73633;75018;75283;77102;78181;78957;79291;81771	73585;74969;75123;75548;77167;78584;79215;79714;82292	-;-;-;-;-;-;-;-;-	3468	1084	1453	1302	5059	4105	4773	1817	406	491	6580	6788	7057	4864	5267	6085	3051	3308	3246	2032	2195	2409
SSTP_0000070500.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	85895;86516;86660	86014;86606;88098	+;+;+	1650	11099	10628	11075	1250	1151	1171	153	97	90	4826	6691	6291	11161	7866	9569	8440	7223	8661	10130	9353	10404
SSTP_0000070600.1	SSTP_contig0000044;SSTP_contig0000044	89401;90922	90876;90960	-;-	1515	121	128	112	1293	1113	1244	1004	712	747	196	266	265	432	213	330	238	205	332	64	62	71
SSTP_0000070700.1	SSTP_contig0000044;SSTP_contig0000044	93403;93639	93591;93878	+;+	429	8	9	5	17	20	24	11	14	10	16	24	20	8	11	25	39	23	37	1	3	3
SSTP_0000070800.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	94009;94451;95151	94396;95106;95351	-;-;-	1245	1311	1215	1100	1049	985	1058	149	318	367	451	617	631	1377	1366	1203	1325	1106	1314	1310	1382	1414
SSTP_0000070900.1	SSTP_contig0000044;SSTP_contig0000044	95586;96230	96177;96669	-;-	1032	158	295	257	75	81	80	107	129	88	99	87	79	108	56	55	132	102	190	62	72	83
SSTP_0000071000.1	SSTP_contig0000044	97193	99097	-	1905	17957	17608	17182	7264	6797	7088	4688	5594	6453	4654	5157	5592	5494	5133	5439	3947	3397	4183	12289	12155	13295
SSTP_0000071100.1	SSTP_contig0000044	100031	100453	-	423	2272	1449	1571	798	728	739	188	208	174	320	508	526	1155	932	859	951	870	1130	1559	1569	1531
SSTP_0000071200.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	101030;101502;101659;101824	101444;101603;101781;101903	-;-;-;-	720	104	93	89	792	761	833	406	144	86	611	536	624	449	379	434	237	299	190	33	51	50
SSTP_0000071300.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	102618;103110;103282	103040;103231;103435	-;-;-	699	59	69	55	176	163	200	6110	255	262	10127	4239	7117	2720	10709	15137	3156	4674	1955	26	17	20
SSTP_0000071400.1	SSTP_contig0000044	104342	105001	+	660	30	29	19	73	68	64	1346	214	207	205	193	291	110	156	126	31	46	35	11	7	6
SSTP_0000071500.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	110507;111028;112308	110745;111635;112585	+;+;+	1125	654	613	632	1484	1437	1658	1488	1355	1520	2926	3909	4519	3254	3262	3147	658	1106	796	143	152	202
SSTP_0000071600.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	117773;119118;119637;120047;121275;122088;122843	118801;119430;119977;120273;121915;122789;122913	+;+;+;+;+;+;+	3324	736	960	712	4770	4606	4504	2075	1784	2654	4726	3969	4862	1747	2231	1855	1368	1392	1552	8891	10585	7726
SSTP_0000071700.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	123827;124958;125200	124912;125154;125248	-;-;-	1332	948	799	806	520	491	509	176	135	250	204	276	255	226	251	235	272	177	256	1527	1452	1635
SSTP_0000071800.1	SSTP_contig0000044;SSTP_contig0000044	126614;127624	127576;127737	-;-	1077	409	226	377	781	699	771	737	407	482	1366	1820	2130	1808	1308	1245	591	533	738	1014	1285	1661
SSTP_0000071900.1	SSTP_contig0000044;SSTP_contig0000044	129343;129969	129913;130210	-;-	813	2575	2442	2395	2027	1800	1847	784	1093	1162	1194	1528	1656	2267	1716	1859	1386	1215	1444	2276	2268	2301
SSTP_0000072000.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	130689;131093;131432	131044;131378;134206	-;-;-	3417	59	67	181	376	320	379	28	21	13	31	24	30	74	56	48	418	209	416	36	37	42
SSTP_0000072100.1	SSTP_contig0000044;SSTP_contig0000044	135906;136677	136632;136837	+;+	888	1	1	3	10	7	7	1	1	3	2	3	1	5	2	3	2	3	1	6	2	2
SSTP_0000072200.1	SSTP_contig0000044;SSTP_contig0000044	137414;137582	137482;138886	+;+	1374	1567	1816	1903	2705	2441	2582	1483	1141	1353	1359	1512	1688	1445	1307	1437	663	655	718	1576	1525	1682
SSTP_0000072300.1	SSTP_contig0000044;SSTP_contig0000044	139937;140045	139989;140651	+;+	660	4034	3884	3615	2128	1947	1989	714	613	818	3623	5189	5806	3970	3478	3004	2898	2887	3819	3033	2762	2890
SSTP_0000072400.1	SSTP_contig0000044;SSTP_contig0000044	140713;141880	141816;141951	-;-	1176	3686	3897	4020	3333	2975	3053	1552	1165	1426	2705	3213	3318	3749	3076	3037	2973	2338	2964	2821	2720	2925
SSTP_0000072500.1	SSTP_contig0000044	142229	142807	+	579	1039	1435	1373	87	93	112	136	74	77	240	252	226	390	215	217	813	502	749	765	754	740
SSTP_0000072600.1	SSTP_contig0000044;SSTP_contig0000044	143148;144767	144716;144871	-;-	1674	38	52	70	2	5	5	1345	12	3	17618	27960	33656	42500	42610	58687	28174	20842	40452	27	35	40
SSTP_0000072700.1	SSTP_contig0000044;SSTP_contig0000044	145946;146210	146155;146473	+;+	474	43	28	36	99	90	81	1197	15	5	2172	3417	4041	6341	4510	5125	2082	1735	2983	30	48	37
SSTP_0000072800.1	SSTP_contig0000044;SSTP_contig0000044	146737;146972	146923;149235	+;+	2451	3747	3858	3850	853	868	825	61	105	65	756	1108	1169	1656	1232	1407	1231	851	1180	2285	2226	2233
SSTP_0000072900.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	155216;155389;157313	155337;156866;158349	+;+;+	2637	8620	7093	7569	8820	8671	8772	7639	3747	4404	3705	5062	5125	5924	4612	3856	3543	3272	3535	4728	4870	5281
SSTP_0000073000.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	158625;159389;159612	159344;159566;159706	-;-;-	993	2478	2326	2239	1404	1295	1399	173	349	358	733	935	1075	1984	1748	1555	1778	1404	1708	2515	2414	2654
SSTP_0000073100.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	160512;160593;162387	160539;162332;165469	+;+;+	4851	5728	6112	5956	6943	6408	6795	1916	1904	2175	3703	4738	4749	6168	4819	5142	2686	2265	2704	3877	4033	4530
SSTP_0000073200.1	SSTP_contig0000044;SSTP_contig0000044	166682;166800	166707;167403	+;+	630	48	97	60	280	209	232	1279	3807	2288	376	358	261	117	55	33	48	22	41	16	14	22
SSTP_0000073300.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	167539;171129;171417	171078;171380;171491	-;-;-	3867	1179	1245	1313	382	448	471	58	31	46	224	300	323	635	321	380	645	414	707	814	693	730
SSTP_0000073400.1	SSTP_contig0000044;SSTP_contig0000044	171671;172833	172785;173079	-;-	1362	3788	3427	3269	1224	1317	1364	340	186	252	1166	1515	1721	1696	1357	1533	1888	1615	1989	2247	2237	2444
SSTP_0000073500.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	174698;174840;175252;175346;175636	174781;175191;175290;175566;175833	+;+;+;+;+	894	658	615	576	2532	2450	2666	939	159	107	534	776	767	817	827	681	541	713	591	820	845	981
SSTP_0000073600.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	176404;176471;176699;177528	176421;176599;177482;178945	+;+;+;+	2349	2321	2685	2319	4272	4017	4223	2808	2061	2169	4977	4200	4978	3323	5496	4932	4081	4977	4045	1172	998	1056
SSTP_0000073700.1	SSTP_contig0000044;SSTP_contig0000044	179105;179260	179212;179442	-;-	291	1367	1591	1509	312	310	270	9293	1914	1083	3298	1656	2075	1351	2694	2072	5405	4760	5088	1643	1846	2141
SSTP_0000073800.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	180690;181001;181359	180917;181307;181759	+;+;+	936	620	696	697	1417	1357	1379	2964	2246	1952	3041	2867	2991	2693	2777	2397	1391	1438	1490	811	856	944
SSTP_0000073900.1	SSTP_contig0000044;SSTP_contig0000044	181862;183417	183354;183648	-;-	1725	65	36	73	56	57	59	1944	132	107	3192	931	1919	620	3192	3876	1329	1615	971	17	16	28
SSTP_0000074000.1	SSTP_contig0000044;SSTP_contig0000044	186485;188408	188363;188535	-;-	2007	7	26	12	25	33	18	149	1	5	494	212	245	128	333	546	63	96	64	10	12	8
SSTP_0000074100.1	SSTP_contig0000044;SSTP_contig0000044;SSTP_contig0000044	188728;189418;190207	189351;190129;190295	-;-;-	1425	107	124	91	430	386	439	790	34	40	469	583	641	390	288	376	283	275	314	75	89	82
SSTP_0000074200.1	SSTP_contig0000044;SSTP_contig0000044	192401;195899	195834;196001	-;-	3537	15807	14427	15000	12124	11301	11363	6536	5988	6423	8973	10136	11048	10671	9620	9727	5165	4851	5454	14488	14588	16256
SSTP_0000074300.1	SSTP_contig0000044	200805	202608	+	1804	636	792	785	95	73	86	32	44	24	47	42	45	79	44	48	748	492	660	567	581	600
SSTP_0000967400.1	SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045	678;732;999	685;858;1238	+;+;+	375	17	9	10	22	31	43	10	5	13	14	7	9	4	4	5	10	9	4	16	5	7
SSTP_0000967500.1	SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045	1819;1918;2031;2153	1880;1973;2100;2249	+;+;+;+	285	50	33	32	63	42	47	14	13	11	6	8	6	15	17	11	19	21	27	24	12	26
SSTP_0000967600.1	SSTP_contig0000045;SSTP_contig0000045	2929;3096	2945;4101	+;+	1023	18800	16946	16907	6714	6947	7080	10474	2585	3087	11867	12974	15993	9097	8523	9038	10872	11872	13650	15881	15746	16895
SSTP_0000967700.1	SSTP_contig0000045;SSTP_contig0000045	4550;5054	4960;5125	-;-	483	1407	1305	1319	1386	1237	1410	507	563	666	583	753	906	793	685	795	448	373	463	692	685	759
SSTP_0000967800.1	SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045	5739;6139;6371	5944;6319;6481	-;-;-	498	11523	11264	10642	6015	5600	6078	4279	3964	4926	12567	12679	13741	14084	15489	13116	12033	12639	14102	2488	2339	2539
SSTP_0000967900.1	SSTP_contig0000045;SSTP_contig0000045	7275;7432	7390;8521	+;+	1206	5605	4630	4520	5519	5095	5599	971	1645	1731	1644	1953	2319	4406	4091	3798	2583	2501	2870	5784	5526	5720
SSTP_0000968000.1	SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045	8569;10018;10188	9974;10143;10254	-;-;-	1599	3570	2816	3025	1299	1172	1266	228	387	414	692	1030	1080	1513	1382	1405	940	931	1016	3599	3220	3587
SSTP_0000968100.1	SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045	10455;10823;11168;11680;11984	10540;11114;11562;11876;12615	+;+;+;+;+	1602	6692	6577	6681	5012	4621	4585	3281	2860	3781	5657	7018	7320	7741	6575	6800	3234	2948	3361	4663	4628	4922
SSTP_0000968150.1	SSTP_contig0000045;SSTP_contig0000045	12893;13363	13322;13364	+;+	432	12	11	30	11	15	18	6	11	6	10	12	6	39	14	15	21	15	23	19	27	27
SSTP_0000968200.1	SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045	13552;15672;16145;17376	15618;16098;17331;17498	-;-;-;-	3804	9284	9168	10087	8914	8119	8698	6713	8257	7031	8657	9241	9204	10857	8632	9065	5081	4422	5117	7714	7624	8153
SSTP_0000968300.1	SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045	18533;18695;19214	18650;19170;21451	+;+;+	2832	278	369	365	433	398	471	3363	5956	4501	3059	2445	3009	3057	3444	1901	1051	2201	1154	100	99	102
SSTP_0000968400.1	SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045	22070;22157;22558	22115;22256;24277	+;+;+	1866	1422	1013	1320	1665	1887	1923	1493	1125	815	2406	2121	2592	1927	2738	3455	1149	1256	1220	400	429	501
SSTP_0000968500.1	SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045	24884;24959;25356;27258	24917;25299;27166;27411	-;-;-;-	2340	14583	14926	15178	14404	13361	13321	18409	16941	16406	15043	14687	15141	14718	14623	15206	10036	9156	10397	13467	14921	15562
SSTP_0000968600.1	SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045	30432;30515;30677	30468;30619;30984	+;+;+	450	30807	35014	32761	42869	38600	41018	40118	33310	31968	54497	44733	47058	39372	39911	36399	36311	37436	37810	16069	15984	15887
SSTP_0000968700.1	SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045	31291;31417;32000;32614	31367;31931;32569;32888	-;-;-;-	1437	1607	1780	1728	404	340	339	260	231	260	172	168	171	403	217	222	280	174	261	621	647	611
SSTP_0000968800.1	SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045	33265;33417;33981;34786;35822	33341;33931;34733;35774;35911	-;-;-;-;-	2424	2548	2560	2470	630	617	671	183	210	209	358	477	446	711	475	523	542	407	514	1215	1087	1179
SSTP_0000968900.1	SSTP_contig0000045	36790	37824	+	1035	143	162	166	552	492	503	152	127	221	507	477	503	510	365	475	332	297	352	105	85	95
SSTP_0000969000.1	SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045	38074;38334;40097;40239	38289;40049;40195;40262	-;-;-;-	2055	6647	6166	6834	906	903	891	399	555	587	3511	4535	4303	5338	4171	6000	2136	1761	2267	4619	4795	5273
SSTP_0000969100.1	SSTP_contig0000045;SSTP_contig0000045	40528;40967	40920;42691	+;+	2118	1683	1624	1660	1696	1574	1450	209	418	447	986	1151	989	2903	1967	2160	1455	1138	1503	1410	1532	1560
SSTP_0000969200.1	SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045;SSTP_contig0000045	45205;45463;45944;46211;46284	45316;45825;46153;46237;47896	+;+;+;+;+	2325	318	367	412	1896	2109	1978	3049	3837	3105	2004	2264	2109	1412	1213	1525	620	635	565	546	512	558
